City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,new amsterdam,6.25,-57.5167,76.73,87,68,3.02,GY,1721517726
366,tazacorte,28.629,-17.9293,72.57,78,0,19.57,ES,1721517726
367,ebon,4.582,168.6964,83.84,75,23,13.82,MH,1721517726
368,alhaurin el grande,36.643,-4.6873,83.03,32,0,13.8,ES,1721517726
369,qamdo,31.1667,97.2333,53.19,83,100,1.81,CN,1721517727
370,atafu village,-8.5421,-172.5159,82.89,76,99,24.25,TK,1721517727
371,nur-sultan,51.1801,71.446,62.55,82,0,6.71,KZ,1721517727
372,laojunmiao,39.8333,97.7333,66.96,39,8,3.09,CN,1721517727
373,severo-yeniseyskiy,60.3725,93.0408,60.85,98,96,3.29,RU,1721517727
374,bonanza,14.0289,-84.591,77.09,90,100,2.46,NI,1721517727
375,coyhaique,-45.5752,-72.0662,37.26,98,97,7.63,CL,1721517727
376,walvis bay,-22.9575,14.5053,51.1,76,8,2.48,NA,1721517727
377,saint-georges,12.0564,-61.7485,83.88,79,20,9.22,GD,1721517727
378,rabaul,-4.1967,152.1721,82.11,77,44,12.44,PG,1721517728
379,new norfolk,-42.7826,147.0587,46.71,91,49,2.77,AU,1721517728
380,as suki,13.3167,33.8833,81.37,67,81,9.06,SD,1721517728
381,huilong,31.8111,121.655,80.42,91,100,10.69,CN,1721517728
382,igarka,67.4667,86.5833,47.91,62,38,21.07,RU,1721517728
383,taichung,24.1469,120.6839,83.05,92,97,2.59,TW,1721517672
384,jiwani,25.05,61.7417,82.9,87,68,5.73,PK,1721517728
385,chabahar,25.2919,60.643,83.46,85,100,7.07,IR,1721517728
386,papao,-17.75,-149.55,78.48,67,93,25.72,PF,1721517729
387,coahuayana de hidalgo,18.7,-103.6583,88.48,60,75,6.02,MX,1721517729
388,san pedro pochutla,15.7333,-96.4667,84.7,85,100,5.59,MX,1721517729
389,kapa'a,22.0752,-159.319,84.52,66,40,11.5,US,1721517729
390,smara,26.7384,-11.6719,80.38,45,58,13.15,EH,1721517729
391,arai,37.0167,138.25,85.32,76,100,3.91,JP,1721517729
392,belen,36.4891,36.2233,75.34,78,0,10.36,TR,1721517729
393,nizhnyaya poyma,56.1622,97.1933,65.52,86,1,2.91,RU,1721517729
394,apple valley,34.5008,-117.1859,101.48,19,0,19.95,US,1721517710
395,forster,-32.1667,152.5167,59.38,44,0,19.57,AU,1721517730
396,saudarkrokur,65.7461,-19.6394,43.03,94,100,3.71,IS,1721517730
397,mangrol,21.1167,70.1167,82.35,90,100,9.13,IN,1721517730
398,radomyshl,50.4961,29.2291,62.76,66,90,0.4,UA,1721517730
399,dezhou,37.4486,116.2925,82.31,82,98,12.53,CN,1721517730
400,ranau,5.9538,116.6641,69.91,84,37,1.5,MY,1721517730
401,praia da vitoria,38.7333,-27.0667,77.25,83,75,4.94,PT,1721517730
402,puerto san jose,13.9256,-90.8244,87.85,74,75,11.5,GT,1721517731
403,nuuk,64.1835,-51.7216,47.01,81,20,11.5,GL,1721517731
404,domna,51.8971,113.1573,68.16,60,100,8.95,RU,1721517731
405,iiyama,36.85,138.3667,82.54,82,100,2.35,JP,1721517731
406,karukh,34.4811,62.5863,71.1,30,0,11.52,AF,1721517731
407,arkhangel'sk,64.5401,40.5433,50.11,87,0,4.47,RU,1721517731
408,tejen,37.3834,60.5054,83.55,22,0,7.92,TM,1721517731
409,shawinigan,46.5668,-72.7491,66.69,94,97,4.61,CA,1721517731
410,yumbe,3.4651,31.2469,64.74,95,99,2.26,UG,1721517731
411,ulsteinvik,62.3432,5.8487,64.31,80,23,1.99,NO,1721517731
412,shalqar,47.8333,59.6,75.69,46,8,5.41,KZ,1721517732
413,la ronge,55.1001,-105.2842,89.85,29,100,4.61,CA,1721517732
414,chirilagua,13.2203,-88.1386,79.95,85,93,2.17,SV,1721517732
415,taoudenni,22.6783,-3.9836,103.08,7,25,11.32,ML,1721517732
416,waterloo,43.4668,-80.5164,76.01,56,40,9.22,CA,1721517590
417,kasli,55.8909,60.7616,59.2,95,99,3.33,RU,1721517732
418,mpika,-11.8343,31.4529,57.02,59,1,4.85,ZM,1721517733
419,aginskoye,51.1,114.53,71.24,51,96,3.83,RU,1721517733
420,bulgan,48.8125,103.5347,60.13,98,100,5.39,MN,1721517733
421,mianwali,32.5741,71.5264,100.54,34,64,6.08,PK,1721517733
422,pacasmayo,-7.4006,-79.5714,63.64,79,27,17.6,PE,1721517733
423,tocopilla,-22.092,-70.1979,59.7,77,23,2.19,CL,1721517713
424,tamandare,-8.7597,-35.1047,73.45,85,59,12.3,BR,1721517733
425,alagir,43.0422,44.2222,68.54,60,100,5.46,RU,1721517733
426,alesund,62.4723,6.1549,64.33,82,73,4.34,NO,1721517733
427,aykhal,66.0,111.5,63.54,77,100,9.64,RU,1721517734
428,berdigestyakh,62.0989,126.6992,68.79,40,2,9.78,RU,1721517734
429,pacific grove,36.6177,-121.9166,77.2,82,100,11.5,US,1721517734
430,rurrenabaque,-14.4413,-67.5278,74.46,53,4,1.45,BO,1721517734
431,uzhur,55.3036,89.8339,61.47,90,88,3.51,RU,1721517734
432,tabou,4.423,-7.3528,75.25,86,96,10.47,CI,1721517734
433,minas de marcona,-15.2119,-75.1103,51.66,78,32,12.28,PE,1721517734
434,torghay,49.6339,63.4981,70.09,56,26,5.79,KZ,1721517734
435,kisi,9.0833,3.85,71.83,95,100,9.64,NG,1721517735
436,waingapu,-9.6567,120.2641,73.27,79,21,12.03,ID,1721517735
437,juneau,58.3019,-134.4197,69.1,89,75,11.5,US,1721517735
438,tuzha,57.6062,47.936,59.7,97,93,5.1,RU,1721517735
439,manokwari,-0.8667,134.0833,75.69,92,100,2.95,ID,1721517735
440,mocimboa,-11.3167,40.35,68.16,82,34,3.91,MZ,1721517735
441,majie,25.0333,102.6361,66.18,82,75,6.71,CN,1721517735
442,barranca,-10.75,-77.7667,61.83,80,33,12.86,PE,1721517735
443,rumonge,-3.9736,29.4386,76.62,62,88,1.63,BI,1721517735
444,saint-medard-en-jalles,44.8969,-0.7214,68.32,95,100,12.66,FR,1721517736
445,sierra grande,-41.606,-65.3557,44.91,49,1,20.31,AR,1721517736
446,esquipulas,14.5667,-89.35,75.67,94,100,0.0,GT,1721517583
447,lycksele,64.5954,18.6735,57.07,100,55,0.0,SE,1721517736
448,lihue,21.9789,-159.3672,83.79,67,40,11.5,US,1721517736
449,jinghong,21.991,100.7341,71.13,99,100,1.05,CN,1721517736
450,pangody,65.85,74.4859,45.03,70,29,11.63,RU,1721517736
451,arifwala,30.294,73.0735,97.45,42,12,4.81,PK,1721517737
452,kidal,18.4411,1.4078,92.26,37,8,15.14,ML,1721517737
453,hammerfest,70.6634,23.6821,54.05,100,40,10.36,NO,1721517737
454,ruangwa,-10.0667,38.9333,62.02,92,31,2.64,TZ,1721517737
455,broken hill,-31.95,141.4333,48.34,79,0,10.56,AU,1721517555
456,nunkini,20.3333,-90.1833,78.51,91,100,6.64,MX,1721517737
457,titlagarh,20.3,83.15,77.56,92,99,9.91,IN,1721517737
458,ardakan,32.31,54.0175,88.45,20,0,8.55,IR,1721517737
459,lupiro,-8.3833,36.6667,67.55,75,19,5.14,TZ,1721517737
460,hami,42.8,93.45,79.38,30,0,8.34,CN,1721517738
461,puerto escondido,15.85,-97.0667,83.23,89,75,5.75,MX,1721517738
462,pucallpa,-8.3791,-74.5539,84.24,61,75,4.61,PE,1721517642
463,agaro,7.85,36.65,61.68,99,99,0.98,ET,1721517738
464,hono,57.6897,11.6497,62.49,90,99,7.27,SE,1721517738
465,lyozna,55.0249,30.7956,55.53,92,63,5.39,BY,1721517738
466,lekki,6.3607,4.8333,73.72,95,40,5.19,NG,1721517738
467,oban,56.4127,-5.4706,52.38,89,83,3.58,GB,1721517738
468,ha'il,27.5219,41.6907,91.42,18,0,6.91,SA,1721517739
469,sangre grande,10.5835,-61.1177,82.92,90,54,8.79,TT,1721517739
470,prado,-17.3411,-39.2208,71.94,83,74,7.96,BR,1721517739
471,"laikit, laikit ii (dimembe)",1.4792,124.9735,76.05,83,20,1.14,ID,1721517739
472,bocsa,45.3733,21.7092,70.7,96,92,4.21,RO,1721517739
473,bali,-8.5,115.0,77.97,92,48,5.93,ID,1721517739
474,inarajan village,13.2736,144.7484,84.34,90,98,11.65,GU,1721517739
475,talavera de la reina,39.9635,-4.8308,75.72,48,20,7.83,ES,1721517739
476,lerwick,60.1545,-1.1494,55.4,99,100,9.24,GB,1721517740
477,severobaykal'sk,55.65,109.3167,64.49,65,76,4.29,RU,1721517740
478,fangshan,39.6983,115.9925,83.01,61,99,2.01,CN,1721517740
479,damara,4.9608,18.7035,74.3,80,100,1.86,CF,1721517740
480,three rivers,41.9439,-85.6325,77.85,57,0,6.91,US,1721517742
481,salalah,17.0151,54.0924,76.66,97,100,6.98,OM,1721517742
482,road town,18.4167,-64.6167,84.24,79,20,10.36,VG,1721517742
483,alofi,-19.0595,-169.9187,82.29,61,75,8.05,NU,1721517742
484,figeac,44.75,1.9167,66.58,98,99,4.81,FR,1721517742
485,motygino,58.1831,94.7592,63.18,98,89,3.89,RU,1721517743
486,kamennomostskiy,44.2983,40.1856,69.31,67,71,4.34,RU,1721517743
487,le port,-20.9373,55.2919,66.2,86,40,2.04,RE,1721517743
488,ocean shores,46.9737,-124.1563,77.29,81,0,11.5,US,1721517743
489,genhe,50.7833,121.5167,65.03,84,7,2.89,CN,1721517743
490,ilomantsi,62.6716,30.9328,60.69,78,100,7.54,FI,1721517743
491,la passe,45.5549,-0.8967,66.43,90,72,13.15,FR,1721517743
492,peterhead,57.5058,-1.7981,60.46,98,100,0.56,GB,1721517743
493,boyolangu,-8.1181,111.8935,69.64,95,57,2.04,ID,1721517743
494,kulhudhuffushi,6.6221,73.07,82.22,80,91,11.86,MV,1721517743
495,oromocto,45.8351,-66.4792,76.93,57,100,9.22,CA,1721517744
496,southport,53.6478,-3.0065,59.14,90,100,17.34,GB,1721517306
497,canico,32.6333,-16.85,77.0,86,40,11.5,PT,1721517744
498,at taraf,25.3628,49.725,95.54,16,58,7.23,SA,1721517744
499,magadan,59.5667,150.8,54.88,79,100,2.91,RU,1721517744
500,altay,47.8667,88.1167,64.02,50,32,5.66,CN,1721517744
501,stjordalshalsen,63.4681,10.9262,68.0,64,0,9.22,NO,1721517744
502,xilin hot,43.9667,116.0333,77.18,40,100,6.89,CN,1721517744
503,nogliki,51.8333,143.1667,61.29,97,100,3.87,RU,1721517745
504,tabuk,17.4189,121.4443,77.58,89,72,1.59,PH,1721517745
505,frederiksvaerk,55.9707,12.0225,60.1,87,0,7.14,DK,1721517745
506,mangalia,43.8,28.5833,74.37,75,0,6.2,RO,1721517745
507,ketchikan,55.3422,-131.6461,64.87,82,100,9.22,US,1721517745
508,sinabang,2.4803,96.3801,80.33,82,100,3.42,ID,1721517745
509,muisne,0.6,-80.0333,75.33,87,97,11.45,EC,1721517745
510,yalta,44.5,34.1667,76.14,70,6,4.03,UA,1721517745
511,tippi,7.2,35.45,63.75,98,98,3.15,ET,1721517746
512,dryden,49.7833,-92.7503,77.29,36,0,6.91,CA,1721517746
513,baruun-urt,46.6806,113.2792,68.67,55,100,7.47,MN,1721517746
514,piti village,13.4626,144.6933,84.25,88,100,5.75,GU,1721517746
515,tuy hoa,13.0833,109.3,80.67,75,99,14.09,VN,1721517746
516,salekhard,66.53,66.6019,41.67,76,0,4.05,RU,1721517746
517,yigo village,13.5361,144.8886,82.69,88,20,10.36,GU,1721517746
518,gunjur,13.2019,-16.7339,80.67,83,75,5.75,GM,1721517746
519,fort st. john,56.2499,-120.8529,84.09,30,0,4.61,CA,1721517746
520,broome,42.2506,-75.833,78.06,53,100,3.0,US,1721517746
521,sulak,43.2734,47.5146,78.19,69,90,3.31,RU,1721517747
522,leava,-14.3,-178.1667,81.52,70,97,19.62,WF,1721517747
523,motueka,-41.1333,173.0167,49.1,72,90,1.68,NZ,1721517747
524,irymple,-34.25,142.1667,47.08,93,2,11.61,AU,1721517747
525,chokwe,-24.5333,32.9833,63.86,95,22,4.47,MZ,1721517747
526,uliastay,47.7417,96.8444,52.92,84,3,2.68,MN,1721517747
527,tura,25.5198,90.2201,77.25,92,99,5.32,IN,1721517747
528,hadzici,43.8222,18.2067,61.93,100,0,3.44,BA,1721517747
529,sinop,41.7711,34.8709,66.87,83,3,3.24,TR,1721517747
530,santa cruz,-17.8,-63.1667,75.25,53,0,6.91,BO,1721517652
531,kon tum,14.35,108.0,70.97,99,100,0.81,VN,1721517748
532,katav-ivanovsk,54.7531,58.1956,57.76,95,96,4.0,RU,1721517748
533,beckley,37.7782,-81.1882,72.66,90,75,5.75,US,1721517185
534,flagstaff,35.1981,-111.6513,85.15,36,75,11.5,US,1721517512
535,port hueneme,34.1478,-119.1951,95.27,60,0,8.05,US,1721517591
536,kutum,14.2,24.6667,83.68,41,99,3.71,SD,1721517748
537,dese,11.1333,39.6333,58.26,80,76,2.33,ET,1721517748
538,holualoa,19.6228,-155.9522,80.55,75,40,10.36,US,1721517748
539,nahrin,36.0649,69.1334,74.53,37,33,2.42,AF,1721517749
540,fortuna foothills,32.6578,-114.4119,110.66,27,0,10.36,US,1721517749
541,york,40.1254,-77.0,81.39,60,100,8.5,US,1721517476
542,sikonge,-5.6333,32.7667,71.28,47,77,4.38,TZ,1721517749
543,nantucket,41.2835,-70.0995,77.09,78,100,18.05,US,1721517732
544,kez,57.8979,53.7152,58.96,97,67,5.19,RU,1721517749
545,whakatane,-37.9585,176.9854,59.5,85,34,1.01,NZ,1721517749
546,tobelo,1.7284,128.0095,79.75,83,92,8.68,ID,1721517627
547,ankang,32.68,109.0172,78.08,92,100,1.21,CN,1721517750
548,az zubayr,30.3945,47.7011,87.66,29,0,9.22,IQ,1721517750
549,saint-francois,46.4154,3.9054,66.65,90,75,2.3,FR,1721517578
550,ain sukhna,29.6002,32.3167,85.71,60,52,6.44,EG,1721517750
551,rudbar,30.15,62.6,87.67,23,86,8.77,AF,1721517750
552,arvayheer,46.2639,102.775,56.1,76,80,5.68,MN,1721517750
553,wolmaransstad,-27.1974,25.9831,37.65,32,0,5.57,ZA,1721517750
554,aracena,37.894,-6.5612,67.06,60,0,9.04,ES,1721517750
555,gazli,40.1333,63.45,85.62,21,0,10.22,UZ,1721517750
556,gargalianoi,37.0667,21.6333,82.35,59,4,4.18,GR,1721517750
557,okha,53.5739,142.9478,58.82,97,100,10.67,RU,1721517751
558,myeik,12.4333,98.6,79.12,90,100,4.52,MM,1721517751
559,hailar,49.2,119.7,69.49,73,2,6.42,CN,1721517751
560,port nelson,23.6333,-74.8333,83.21,83,28,18.41,BS,1721517751
561,bokhan,53.153,103.7714,65.16,98,100,1.21,RU,1721517751
562,espanola,35.9911,-106.0806,73.0,70,27,15.82,US,1721517751
563,tateyama,34.9833,139.8667,80.76,81,83,6.22,JP,1721517751
564,olyokminsk,60.3736,120.4264,66.76,50,12,2.06,RU,1721517752
565,mareeba,-17.0,145.4333,62.47,52,80,2.37,AU,1721517752
566,akom ii,2.7833,10.5667,67.28,99,52,2.33,CM,1721517752
567,salinopolis,-0.6136,-47.3561,80.67,77,17,11.5,BR,1721517752
568,puerto colombia,10.9878,-74.9547,84.29,84,95,15.3,CO,1721517752
569,san rafael del yuma,18.4299,-68.6739,84.4,76,100,7.38,DO,1721517752
570,mormugao,15.4,73.8,80.26,85,100,18.01,IN,1721517752
571,kone,-21.0595,164.8658,72.39,57,5,3.58,NC,1721517752
572,gangtok,27.3333,88.6167,70.81,97,100,0.72,IN,1721517752
573,oranjemund,-28.55,16.4333,54.48,84,100,14.09,NA,1721517753
574,jaffna,9.6685,80.0074,83.17,80,95,15.68,LK,1721517753
575,banda aceh,5.5577,95.3222,79.81,78,100,11.32,ID,1721517753
576,auki,-8.7676,160.7034,83.95,69,8,2.17,SB,1721517753
577,kroya,-7.6331,109.2461,73.44,89,34,4.85,ID,1721517753
578,qoryooley,1.7878,44.53,73.92,89,96,8.25,SO,1721517753
579,mitu,1.1983,-70.1733,72.54,96,83,1.5,CO,1721517480
580,freetown,8.484,-13.2299,76.71,94,75,6.91,SL,1721517753
581,luchegorsk,46.4764,134.2569,70.12,96,100,7.94,RU,1721517753
582,xianning,29.8833,114.2167,82.49,79,35,5.64,CN,1721517753
583,shepherdsville,37.9884,-85.7158,87.15,55,96,1.01,US,1721517521
584,polyarnyy,69.1989,33.4478,52.56,85,66,3.13,RU,1721517754
585,yanchep,-31.55,115.6833,62.62,65,100,13.04,AU,1721517754
586,otjimbingwe,-22.35,16.1333,54.9,24,26,1.28,NA,1721517754
587,as sulayyil,20.4607,45.5779,91.65,12,79,3.22,SA,1721517754
588,shingu,33.7333,135.9833,85.64,72,96,4.34,JP,1721517754
589,berlin,52.5244,13.4105,73.08,70,0,8.05,DE,1721516970
590,sao francisco do sul,-26.2433,-48.6381,59.97,94,40,2.3,BR,1721517754
591,sanand,22.9833,72.3833,82.62,78,98,9.15,IN,1721517754
592,guarapari,-20.6667,-40.4975,71.89,79,0,3.15,BR,1721517755
593,rongelap,11.1635,166.8941,82.27,81,8,17.05,MH,1721517755
594,harper,4.375,-7.7169,75.36,85,100,10.49,LR,1721517755
595,nema,57.5067,50.5011,58.75,95,97,1.9,RU,1721517755
